,speed_score,unidir_ahv_score,bidir_ahv_score,theta_score,hd_score,grid_score,speed_cell,unidir_ahv_cell,bidir_ahv_cell,theta_cell,hd_cell,grid_cell
443,-0.04145869769169877,0.00992670634081289,-0.06861542275507253,3.2602840347103514,0.3731438793187874,-0.11513691855168695,0.0,False,0.0,0.0,1.0,0.0
444,0.004111070718748109,-0.00408343838242159,0.004150953682411861,3.3405539507389763,0.4179665135290253,-0.16034617166477316,0.0,False,0.0,0.0,1.0,0.0
445,0.050081122547853435,-0.0009719906948891065,0.06933404426375359,0.6415343515147974,0.4715184794420124,0.006230438926172234,0.0,False,1.0,0.0,1.0,0.0
446,0.0689614953127762,0.008183781031797852,-0.09673729917574538,1.8389947639251176,0.5431008648951062,-0.12473004528836265,0.0,False,0.0,0.0,1.0,0.0
450,-0.07279407186327981,0.0060698490529888655,0.03427729355317278,2.5983659677913526,0.254082569362774,-0.1374970573692103,0.0,False,0.0,0.0,0.0,0.0
451,-0.04426381671993401,0.039757534776063655,0.020102987724413164,1.2651556030510869,0.611384541266684,0.0,0.0,False,0.0,0.0,1.0,0.0
452,-0.001772658001774254,-0.00664617407286609,0.014125374728436543,2.1089944623735453,0.2250664180610673,-0.06402626154722403,0.0,False,0.0,0.0,0.0,0.0
453,-0.02771981782903591,0.02627074976567289,0.004320373271763289,0.4395859231964045,0.5883093501225392,-0.1884061366084369,0.0,False,0.0,0.0,1.0,0.0
454,-0.05171699217494597,0.014222892294346194,0.0017072870307832235,18.972234742979985,0.7042383786010449,-0.10917173080722907,0.0,False,0.0,1.0,1.0,0.0
455,0.02445328370927541,0.01814730156358433,-0.0008665069074774263,9.030863945924583,0.3664856452151049,-0.12986320903919052,0.0,False,0.0,1.0,1.0,0.0
456,0.1168901467175594,-0.032891488575479015,0.07930452335839537,1.5127454109739102,0.1335414499121459,0.0,1.0,False,1.0,0.0,0.0,0.0
457,-0.03618523771212657,-0.003199162414995377,-0.07322393335722975,12.473618388403967,0.5318701085056435,-0.20051219322089328,0.0,False,0.0,1.0,1.0,0.0
469,0.012630205505605546,0.05958016636756072,-0.001432033410566354,2.8601086118471337,0.08125330104454198,-0.09836651742803516,0.0,True,0.0,0.0,0.0,0.0
470,0.008002394736988015,-0.022934374310683958,-0.0005893431080855555,5.996088660108996,0.27361151435682113,0.07336629696903653,0.0,False,0.0,1.0,0.0,0.0
471,0.01828534240812797,0.015313443331877119,-0.02593784508732753,3.1625246011571817,0.7185060071404338,0.0,0.0,False,0.0,0.0,1.0,0.0
472,0.03457414692746536,0.026926587668910564,-0.0216749442158508,9.393754682893492,0.5354630969400702,-0.07766921656865089,0.0,False,0.0,1.0,1.0,0.0
473,0.2460570848300575,0.01961331842000675,0.02907298570912062,1.843457443317762,0.04441671709938228,0.13767500516907405,1.0,False,0.0,0.0,0.0,0.0
474,-0.04207891280183021,-0.006248077933140825,-0.01791093391706509,2.890035076308063,0.12239259498191415,0.16558420258983175,0.0,False,0.0,0.0,0.0,0.0
475,-0.048508403832910295,-0.0260270674870111,-0.03557888088289366,1.3510785358902684,0.14998947405275742,0.0,0.0,False,0.0,0.0,0.0,0.0
476,0.0847216929974125,0.027732126818797387,0.0010806806064185405,3.0904104515160844,0.08542826913254982,0.30263074873248763,1.0,False,0.0,0.0,0.0,0.0
477,-0.0920697177248083,0.02849664462097388,-0.021017284037834264,0.7387064767847386,0.15172475320370105,-0.19538969662109007,0.0,False,0.0,0.0,0.0,0.0
478,0.207587496921925,0.007372506462645358,0.02293186994067457,33.35312032410163,0.06339871436942318,-0.059216964567407764,1.0,False,0.0,1.0,0.0,0.0
479,0.05568696295733177,0.009531354720868194,-9.837304471123084e-06,3.5869227914230004,0.4926128825689019,-0.24476201180284504,0.0,False,0.0,0.0,1.0,0.0
485,0.09195085386817564,0.06009293596483969,0.008861945896367306,2.5563794102412114,0.43914578695383866,-0.10841249680349854,1.0,True,0.0,0.0,1.0,0.0
486,-0.02663847772781968,-0.010944558791785628,0.015345566862643219,8.497577593095784,0.08098756766569055,-0.03824035931591527,0.0,False,0.0,1.0,0.0,0.0
487,-0.02322710686334585,0.0520085743202095,0.0025048583325355265,3.1787839208618656,0.10182525441578633,-0.12047452897052002,0.0,False,0.0,0.0,0.0,0.0
488,0.051095996419404766,0.031105989361450308,0.02784880201775446,10.091280183366427,0.5098879780857164,0.06490814244663039,0.0,False,0.0,1.0,1.0,0.0
489,0.04855034867248359,0.005672246405126144,-0.003214167234421549,6.490715062001105,0.060781811296729674,-0.10645011592222088,0.0,False,0.0,1.0,0.0,0.0
490,0.18090081622484308,0.04869032959925208,-0.0009937317266912585,1.0908363840391648,0.592335850167941,-0.16136963823903294,1.0,False,0.0,0.0,1.0,0.0
491,-0.06688530266567434,0.0429363596211618,-0.035802184063928974,2.439663636931259,0.2531922816882402,-0.1498966666984662,0.0,False,0.0,0.0,0.0,0.0
492,0.09434890084574124,0.0017176059028014964,-0.0394694848832049,3.9085746087694218,0.1938837702832276,-0.08139584009351898,1.0,False,0.0,0.0,0.0,0.0
493,0.1935304618603438,0.02328143761181509,0.06347908332210928,4.142125151244257,0.5066537639188602,-0.2042657166435368,1.0,False,1.0,0.0,1.0,0.0
494,0.16770837353852908,0.016240974832960994,0.07922264441544857,2.839761977195764,0.6265932014914696,-0.25442053603366577,1.0,False,1.0,0.0,1.0,0.0
499,0.021667360312577242,-0.05152050084671357,-0.015461712548014706,11.184346407536273,0.8632958132348185,-0.2263120329699528,0.0,False,0.0,1.0,1.0,0.0
500,-0.0017342553553672704,-0.039183623937339325,0.028754613852944925,2.031908584424342,0.6238737817654213,0.2441416412038317,0.0,False,0.0,0.0,1.0,0.0
501,0.016539361693436866,-0.04121438316955578,-0.008140025076055485,4.009193555637191,0.8487220000526734,-0.2594481707400496,0.0,False,0.0,0.0,1.0,0.0
502,0.004271873939498714,-0.01616205039030013,0.013787021698371472,7.664556477000805,0.7009846493084821,-0.04546315228396836,0.0,False,0.0,1.0,1.0,0.0
503,0.14022720909388015,0.03965290236820769,0.02733179533070897,6.25572439966967,0.10175403689221167,0.3367951101743815,1.0,False,0.0,1.0,0.0,0.0
504,-0.0324170447087006,0.026487324835264187,-0.04272859134288766,8.79667667983631,0.04606677217402152,-0.12920973119860002,0.0,False,0.0,1.0,0.0,0.0
505,0.028065651357325885,-0.036770856974601036,0.014850704477313103,6.102096658581455,0.07802563719656555,0.00406516344851432,0.0,False,0.0,1.0,0.0,0.0
506,0.0548919029717943,-0.023495173465043245,0.0041133180607986035,2.142002408274774,0.07435448594208978,0.0,0.0,False,0.0,0.0,0.0,0.0
507,0.05079991587859562,0.0037209004157260617,-0.031653580138458086,1.606831168432714,0.10336702845601524,-0.15808068260525815,0.0,False,0.0,0.0,0.0,0.0
508,-0.08780908837289958,0.04970245799352893,-0.11365970405367334,5.226613068930828,0.7963166234043919,-0.11890987948914887,0.0,False,0.0,1.0,1.0,0.0
509,0.17457826187434505,0.052742554198271854,0.0060610265499826356,3.2659821021242803,0.03515846410467138,-0.059553365718325924,1.0,False,0.0,0.0,0.0,0.0
510,-0.0026217988382708397,-0.0159869869176426,0.06957028329948024,5.816268096703538,0.5842431363701721,-0.003950331622068565,0.0,False,1.0,1.0,1.0,0.0
512,-0.07294609736715532,-0.010184941501091949,0.004714548737371498,6.945447965381322,0.8815728113256818,-0.05790303979482012,0.0,False,0.0,1.0,1.0,0.0
513,0.06399794927395486,0.0007623943302186634,0.09574306165848663,2.436914418636455,0.25390408966592504,-0.21789502804132696,0.0,False,1.0,0.0,0.0,0.0
515,0.002377647972607031,-0.02166940492064621,-0.01748811763180355,3.2294789388037466,0.03546025185506678,-0.22840099080888399,0.0,False,0.0,0.0,0.0,0.0
516,0.13022558428217024,-0.0070801861318230625,0.022154129791980625,35.00053056810061,0.06012577838466409,0.014430037154293725,1.0,False,0.0,1.0,0.0,0.0
517,-0.039160758496454035,0.0007303606054160929,-0.012016760421112766,0.9494305230112846,0.2407055393616789,0.0,0.0,False,0.0,0.0,0.0,0.0
518,-0.018610443379107083,0.014067861111589051,0.0035066969732687127,1.1560214597823333,0.11157984776464792,-0.08524000108123743,0.0,False,0.0,0.0,0.0,0.0
519,0.15212111294067984,-0.009486518708963738,0.0453323062619121,3.4000387976498323,0.7328907742772787,-0.20259770458700088,1.0,False,0.0,0.0,1.0,0.0
521,0.07043343049196653,0.0001328408162005307,-0.04712497058320273,1.8016712232622192,0.5320588384409562,-0.14455833152497774,0.0,False,0.0,0.0,1.0,0.0
522,0.0539140214023953,0.038285807141616536,0.04851641369659693,2.9871474042994124,0.792770541841011,-0.031039145452153336,0.0,False,0.0,0.0,1.0,0.0
523,0.007832253114221727,-0.013651341315013868,0.0435285393728362,7.732690787859823,0.35031072041397904,-0.21418870185303526,0.0,False,0.0,1.0,1.0,0.0
524,0.07398513798418499,-0.03330570194655834,0.04892638052137015,1.3494452098640202,0.576077466224725,-0.15899682054308514,0.0,False,0.0,0.0,1.0,0.0
525,0.014368929902701562,0.08663685229198559,-0.08310904879374212,0.9479069349830228,0.054338256764436994,-0.10799944159709036,0.0,True,0.0,0.0,0.0,0.0
526,0.04432092869352258,-0.02151884600629989,0.02078941603581606,1.7425107908624342,0.7524559667311694,-0.11812161655930033,0.0,False,0.0,0.0,1.0,0.0
527,0.10699085564470938,0.0028430344636016514,0.15923875889668893,4.210439069041522,0.5480174685757252,-0.1957005336363076,1.0,False,1.0,0.0,1.0,0.0
528,0.10447022779187692,-0.026514406716047385,-0.017854268693587142,10.564680239955713,0.8789229346058354,-0.1785846256540473,1.0,False,0.0,1.0,1.0,0.0
529,0.05143038332935957,0.010197732592066407,0.03563283700308496,13.92487915971035,0.635719249911291,-0.1915541533012901,0.0,False,0.0,1.0,1.0,0.0
531,-0.056489676215750725,0.053401887091071104,-0.0045467374348951905,7.15072233825482,0.7086821067808636,-0.09711805037748494,0.0,False,0.0,1.0,1.0,0.0
532,0.14375362639138795,0.0360147403145385,0.05274099865610609,1.6594044156331604,0.6505091199566722,-0.2222952463391395,1.0,False,0.0,0.0,1.0,0.0
533,0.07440608494694362,0.005101326077016995,-0.0017281790480367545,6.212014724541342,0.14006310215068107,0.8884545594414972,0.0,False,0.0,1.0,0.0,1.0
534,0.03420060849474992,0.030163128057750507,0.007280116719632699,5.048263721048745,0.14503999717226435,0.2565122128931576,0.0,False,0.0,1.0,0.0,0.0
535,-0.021767954834925662,-0.009698064619762432,-0.013550464530993428,4.640620883329727,0.0940765140649624,0.4863197775452666,0.0,False,0.0,0.0,0.0,1.0
536,-0.04651442765222868,-0.010274134295734356,0.0008901645613479742,31.993830871166374,0.005306033863049815,0.0,0.0,False,0.0,1.0,0.0,0.0
537,0.0249066279297643,0.002121425796070477,-0.0257804567835016,1.9892710674542355,0.07014963310924119,0.03567324329295485,0.0,False,0.0,0.0,0.0,0.0
538,0.05470839593933932,0.017667465746825456,0.008003797250353509,19.694738151159324,0.07706435024665649,-0.2368927424608229,0.0,False,0.0,1.0,0.0,0.0
539,0.11021180438738214,0.005006790787582196,-0.008747669902759036,5.037629423697654,0.04718356655418878,-0.033836614141947274,1.0,False,0.0,1.0,0.0,0.0
540,0.021748669772443486,0.003217814561317475,0.013571770028709709,19.096061466213893,0.016518850617563918,-0.16820192792778066,0.0,False,0.0,1.0,0.0,0.0
541,0.01696881196810134,0.0044882622023216375,0.0033043102846709487,6.309348734189645,0.13801642364345024,0.02860369806926316,0.0,False,0.0,1.0,0.0,0.0
542,0.07162951658039411,-0.019566991181500955,-0.034058126409159166,7.342021517603237,0.05172728610096757,0.5993299382659841,0.0,False,0.0,1.0,0.0,1.0
543,-0.0003331636952122043,-0.00815496899884016,-5.2258578545740287e-05,15.566354365351234,0.4446417669371704,0.15289764170579864,0.0,False,0.0,1.0,1.0,0.0
544,0.047520362667450015,-0.0031829421326097155,0.001434319908919702,9.166331263169454,0.05880639975951785,0.10816000054859498,0.0,False,0.0,1.0,0.0,0.0
545,0.06493618754703293,0.009515082793215196,0.008307606961482625,10.815988482093177,0.09706295525928699,-0.20525415116181867,0.0,False,0.0,1.0,0.0,0.0
546,0.01750984273610211,-0.024673890099200242,0.035776980213539006,18.205756344883948,0.21060553457181733,0.3046053236626641,0.0,False,0.0,1.0,0.0,0.0
547,-0.0005155230902464549,0.006047363090811839,-0.0035243239665191327,4.822190786293018,0.1706210762595174,-0.1195731567082886,0.0,False,0.0,0.0,0.0,0.0
548,0.059050988038372665,0.018630327127439724,0.008308309909631566,8.125468122025392,0.06489310118172023,0.323037942677512,0.0,False,0.0,1.0,0.0,0.0
549,0.0626186459819353,0.019793037188373688,0.07139958295037123,2.7605681969924456,0.7649551696664914,-0.19086248052426988,0.0,False,1.0,0.0,1.0,0.0
550,0.07073877448583943,-0.0065013762884703645,0.06052212912026474,21.781838668869405,0.530339758696932,0.6553547948775441,0.0,False,1.0,1.0,1.0,1.0
551,0.04143750784721365,-0.008220857467213634,0.04217883963291772,8.84996344589773,0.8992001024906342,-0.025387931242670025,0.0,False,0.0,1.0,1.0,0.0
552,-0.0003267965014828888,0.03176522407171673,0.037829401946846,0.4749545750824806,0.4819174181730218,0.2198995077328849,0.0,False,0.0,0.0,1.0,0.0
553,0.07369177966838575,0.0016139891430691144,0.03722404119181666,5.727840973309659,0.6991610273980557,0.1809577189794533,0.0,False,0.0,1.0,1.0,0.0
554,-0.0608353653927581,0.01160380131705922,-0.024311631345766117,0.8984513214054355,0.5811044859149354,0.6117019299044172,0.0,False,0.0,0.0,1.0,1.0
555,0.04934202796254751,-0.006529921013926274,-0.00424633977517339,1.1219844979112117,0.8349309575440836,0.31452259040068564,0.0,False,0.0,0.0,1.0,0.0
556,0.017179108391232163,0.0058080087602222575,0.006489647290106403,2.9319502655496303,0.8190806926101069,0.4368655525864089,0.0,False,0.0,0.0,1.0,1.0
557,0.1072416724795325,-0.02559557577718116,0.010955401317440784,3.0514830513446087,0.2378672761764412,-0.15933837338452386,1.0,False,0.0,0.0,0.0,0.0
558,-0.17489238700742607,0.06841545066201833,0.040955496824636936,10.222861208627851,0.015337100818691215,-0.2137044395058064,0.0,True,0.0,1.0,0.0,0.0
559,0.09636325105565376,-0.02872133580178042,-0.01155071018949426,12.126518643715475,0.4340958073589804,-0.027555267847547586,1.0,False,0.0,1.0,1.0,0.0
560,0.258401254540736,-0.023569722117096827,-0.001737302576313827,7.632740886608808,0.2794367440568412,0.048937039452287716,1.0,False,0.0,1.0,0.0,0.0
561,0.01584345171769427,-0.009403236919859649,0.007067087365524102,6.406948460093093,0.2345485618913314,0.1029560256251192,0.0,False,0.0,1.0,0.0,0.0
562,-0.0025591530224557822,-0.005774154077621831,0.0539658941288693,5.34582282868371,0.3403477384224791,-0.10746036651984836,0.0,False,0.0,1.0,1.0,0.0
563,-0.1046503781702034,0.025397703662246283,0.06201883367007096,1.7958999077199382,0.4629198231100294,-0.06706312006232329,0.0,False,1.0,0.0,1.0,0.0
564,-0.015336904897131015,-0.011652161266089334,0.013915958777370363,1.5957395253215627,0.4245707879343151,-0.07585722004946438,0.0,False,0.0,0.0,1.0,0.0
565,0.05403341211686692,-0.026087326705984886,0.018850614193860717,15.10718393522269,0.6722727643937887,0.17652860270548712,0.0,False,0.0,1.0,1.0,0.0
566,0.17657598936174934,-0.05427008375287092,-0.0364035824756776,5.23089902885575,0.6703416295045902,-0.20378184440844546,1.0,False,0.0,1.0,1.0,0.0
578,-0.08249084040831567,-0.0017939566046617952,-0.12774822630728844,2.9790184374502573,0.26353343852740874,-0.17928414557902414,0.0,False,0.0,0.0,0.0,0.0
579,0.03972857582485597,0.002103862453776733,-0.0019985654574308813,20.80141258149705,0.09174927989060518,0.029843316566199707,0.0,False,0.0,1.0,0.0,0.0
580,0.05401726466760063,-0.012387018371617398,-0.03461232592099511,12.166721551109102,0.1742368042983422,0.025236324842154326,0.0,False,0.0,1.0,0.0,0.0
581,0.0963936670135718,-0.018938717522853442,0.05985922625097787,3.0102809532921864,0.2625790150462599,1.1908165178577472,1.0,False,1.0,0.0,0.0,1.0
582,0.00915028806401055,-0.053155082515895916,0.03858802463958076,3.679860012384857,0.1410867708713136,0.9082570709675912,0.0,False,0.0,0.0,0.0,1.0
583,0.07202393183601466,-0.013199959020786054,0.02604658736654468,12.090717424150048,0.5892245820756586,0.7783479411505392,0.0,False,0.0,1.0,1.0,1.0
584,-0.07718020146803957,-0.015923358408665426,-0.058767586678992276,5.491668530331116,0.05543532050126063,0.15623577160627744,0.0,False,0.0,1.0,0.0,0.0
585,0.05306847238693165,-0.04981239561394679,-0.004094978388480713,14.300563756313295,0.6118017926026615,0.448244798229805,0.0,False,0.0,1.0,1.0,1.0
586,0.18305272495774114,0.0002484109246395564,0.011480454783776007,6.690351861958518,0.4596788688727835,0.2263601109715515,1.0,False,0.0,1.0,1.0,0.0
587,0.09845244202029303,0.08673898430541922,-0.0028339531302065154,3.1733313944120805,0.2879222479158024,-0.09995216231793302,1.0,True,0.0,0.0,0.0,0.0
588,-0.058998610911028336,-0.011750604345149672,0.005053300211220703,5.738001016607622,0.5609983943094526,-0.15649562650906762,0.0,False,0.0,1.0,1.0,0.0
589,-0.057968958707932575,0.07016088795092072,0.04628927140406839,6.056929242048298,0.8035814000314401,-0.11751570790023867,0.0,True,0.0,1.0,1.0,0.0
590,-0.11635980170718425,0.026979637438525914,-0.004713202594955969,9.882473446872256,0.7534904125290763,0.14020651494393388,0.0,False,0.0,1.0,1.0,0.0
591,-0.0027715568239362123,0.044021777134283006,-0.030719129440675987,14.581328924435635,0.5239683720005228,0.4939678060810101,0.0,False,0.0,1.0,1.0,1.0
592,0.06000423126594145,4.412800940206572e-05,0.01117856108914492,7.429045061384728,0.1988036150215756,0.226891731959222,0.0,False,0.0,1.0,0.0,0.0
593,0.1291245251388794,0.00446003622230384,0.009986500397562638,20.01752727199106,0.215439521616504,-0.01956588037718832,1.0,False,0.0,1.0,0.0,0.0
594,0.06720090065002621,-0.0009018728194296662,-0.013785576949559696,13.567171043714831,0.027212889019412517,0.3888109798403614,0.0,False,0.0,1.0,0.0,1.0
595,0.09573160816832406,0.019672010162826426,-0.016522008157715398,10.350907823187397,0.02557691070934923,0.0,1.0,False,0.0,1.0,0.0,0.0
596,0.11432203373292894,0.015208329526812569,0.03191938449614432,6.551906959136645,0.14964433059676996,0.6051280067865277,1.0,False,0.0,1.0,0.0,1.0
597,-0.016942432429730044,0.0005317124082040617,0.03834121039025973,3.0957809036630337,0.06728945089514238,1.050813326714188,0.0,False,0.0,0.0,0.0,1.0
598,0.06881289266201315,0.008789789551525028,0.024696545834738,5.876106010216635,0.11075278763937288,0.5003452527524686,0.0,False,0.0,1.0,0.0,1.0
599,0.03874760625400935,0.013851963583592706,-0.02118523617549237,10.528662013056268,0.043070917544258736,-0.05180391816161399,0.0,False,0.0,1.0,0.0,0.0
600,0.07017805039363008,-0.008969573932485205,-0.018340954858754168,7.468702766517618,0.12083993572118068,-0.2070333061519065,0.0,False,0.0,1.0,0.0,0.0
601,0.0614922479845544,-0.0004191010775640436,0.018516401402944985,7.919426157144381,0.1394355296843749,0.7082973930238329,0.0,False,0.0,1.0,0.0,1.0
602,-0.05309040966877178,0.0015317768911519286,-0.032303097989802736,5.494364649671297,0.19104395477724934,0.505711831724946,0.0,False,0.0,1.0,0.0,1.0
603,-0.003276558285303284,0.01665425339580455,0.017392538526566994,5.5869234306266105,0.0783677363910051,0.6037986985880859,0.0,False,0.0,1.0,0.0,1.0
604,0.08433104270465193,0.011241714819790909,-0.0010432861135138858,4.131460781320741,0.08141314811929151,-0.2957310522826645,1.0,False,0.0,0.0,0.0,0.0
605,0.08969223865617422,0.01454279041557119,0.0131003439854983,7.889979587632327,0.06100793059992261,0.3674458844316392,1.0,False,0.0,1.0,0.0,0.0
608,0.06637789085404865,0.04367657078104245,0.030558937784152883,2.1258395477689955,0.1277285233017527,0.9902782037590409,0.0,False,0.0,0.0,0.0,1.0
609,-0.005570317654313292,-0.007415365014378581,-0.0053239773176496745,2.060985558128043,0.11791575057948656,-0.21352558102848165,0.0,False,0.0,0.0,0.0,0.0
610,-0.0193196919320704,-0.044832291950253865,-0.07494362207385766,5.016089290816003,0.5204275402651404,-0.11359361322883114,0.0,False,0.0,1.0,1.0,0.0
611,-0.03849153300892652,-0.01258222332795597,0.011938771061052329,6.723440958686168,0.7619066660208191,-0.07724550065577608,0.0,False,0.0,1.0,1.0,0.0
612,-0.04469525729403541,-0.01022601475789692,0.0390873933340643,4.594921877635958,0.018904486461547472,0.9307878270851292,0.0,False,0.0,0.0,0.0,1.0
613,0.13642607136289192,-0.0027155924484888877,-0.0075382741613939,1.7043670349786806,0.13990814991814562,-0.0825428398217522,1.0,False,0.0,0.0,0.0,0.0
614,0.04541570780387593,0.017451887938139447,0.037033249448505404,5.748820984617423,0.86524962535252,-0.14335603697654978,0.0,False,0.0,1.0,1.0,0.0
615,0.09186592863053286,-0.02139918878286311,0.030732917611578217,3.6693540289862265,0.09923425737613983,0.9976450724854208,1.0,False,0.0,0.0,0.0,1.0
616,0.13233844751149934,-0.015332697958163846,-0.0028911340716527394,3.8800325238199473,0.8347546946266484,-0.03517402050794164,1.0,False,0.0,0.0,1.0,0.0
618,0.06797612514746137,0.037404569582216385,0.04108666224650842,6.000510611963192,0.09769125076143853,-0.1371241419469396,0.0,False,0.0,1.0,0.0,0.0
619,-0.10082649343704612,0.004498941420252232,-0.042102738377332256,1.7435941364945848,0.33273569537532904,-0.242767575998118,0.0,False,0.0,0.0,1.0,0.0
620,-0.01845006846160055,0.006283848237430903,-0.044146733130056036,2.5594473872808017,0.5163281421845911,-0.2255557800400513,0.0,False,0.0,0.0,1.0,0.0
621,0.1188317256575219,0.023796488667527045,0.02379376668476264,14.864411736539862,0.18756470597339925,0.1427809033473864,1.0,False,0.0,1.0,0.0,0.0
622,-0.035537696066220606,0.02270687792200673,-0.05634576749895912,1.3297100705971758,0.5171874305171117,-0.24528117587223305,0.0,False,0.0,0.0,1.0,0.0
623,0.07289027938059428,-0.0012105506075799956,-0.02903636800637628,7.034660978714303,0.4011593501397929,-0.2319613649278295,0.0,False,0.0,1.0,1.0,0.0
624,0.0653664444608271,-0.08682017725462639,0.02457680729525738,3.507018318424384,0.177648608697058,0.29134082432880576,0.0,True,0.0,0.0,0.0,0.0
625,-0.027920719408521748,0.006490667742847528,-0.02533837202632743,11.0883134551056,0.7418225222691248,-0.05117089234446205,0.0,False,0.0,1.0,1.0,0.0
626,0.015315633803744738,-0.02485979026670257,0.061251027171289635,6.65749266910059,0.3842487359815752,0.5469953635454833,0.0,False,1.0,1.0,1.0,1.0
627,-0.0008284067583372022,-0.004940857034562114,0.024957532830426774,14.034365639389227,0.6928278275669799,0.002498265385403209,0.0,False,0.0,1.0,1.0,0.0
628,0.12494852498919055,-0.06114716931081255,0.00012263822122891643,1.5413557888805096,0.1981478131353453,-0.13660022846573364,1.0,True,0.0,0.0,0.0,0.0
629,0.1492628744799641,-0.022783677238812725,0.14780368249664613,5.0203069289074165,0.4219881534936599,0.06404323799031557,1.0,False,1.0,1.0,1.0,0.0
630,0.04477195756001578,0.002400844161206025,-0.015618436014859169,3.3516519542261887,0.02341800912082113,0.0,0.0,False,0.0,0.0,0.0,0.0
631,-0.04560367021858736,0.0030807878062539787,-0.014352872196286445,6.332754624966077,0.016169756921119084,0.3515985136440538,0.0,False,0.0,1.0,0.0,0.0
632,0.0006744518066551154,0.002513029667377837,-0.004809986012797208,6.677438908629045,0.10171277723462367,0.3076921082297116,0.0,False,0.0,1.0,0.0,0.0
633,-0.014510368401608187,-0.0009041422634897588,-0.02633562035994768,5.072785151052322,0.15670100305714216,0.10912377943737003,0.0,False,0.0,1.0,0.0,0.0
634,0.035897717562408664,-0.015697253354393932,-0.00971190124433695,3.808054612621064,0.6939244733723957,-0.17822672349923066,0.0,False,0.0,0.0,1.0,0.0
635,0.069134581829948,0.012020616518989823,-0.050383102930589896,5.838301781512781,0.12776028100967038,-0.10111891308842984,0.0,False,0.0,1.0,0.0,0.0
637,0.10609420568961624,-0.0125124980517131,-0.0077578957178877205,1.8314074876661648,0.6628180256399407,-0.10010904015775868,1.0,False,0.0,0.0,1.0,0.0
638,0.021864430271638032,0.000733951659315799,-0.007194302458220859,8.962851256617121,0.008971498160924456,1.3609983768226317,0.0,False,0.0,1.0,0.0,1.0
639,0.03306028463930317,-0.0045645222499686965,0.005059105497766265,4.354503645636804,0.3974838212978406,-0.14238710738252233,0.0,False,0.0,0.0,1.0,0.0
640,0.0850587168787583,0.013427035037287444,-0.004986039388343265,7.967266257474258,0.253500347624517,0.8419418775499585,1.0,False,0.0,1.0,0.0,1.0
641,-0.013574735428256136,-0.011143547867488274,0.01613371079959813,5.510821195406028,0.7414215088798178,0.05436790794052456,0.0,False,0.0,1.0,1.0,0.0
642,-0.01827883051529302,-0.003808037034348535,0.03139117957919416,13.00863692838932,0.7884355376707027,0.7704676225307119,0.0,False,0.0,1.0,1.0,1.0
643,-0.06718416605693008,0.010205848588237169,-0.01837946047214689,0.8730583309531399,0.8415167343802888,-0.14676334144826395,0.0,False,0.0,0.0,1.0,0.0
644,0.057416372953339075,0.007306643314446344,-0.00264770716976294,12.31004976563398,0.10267004982171778,0.16356824104997125,0.0,False,0.0,1.0,0.0,0.0
645,-0.015874885640194906,-0.005301671304657755,-0.008173769686466395,3.9272138339549554,0.6525433964126549,0.0095378809241351,0.0,False,0.0,0.0,1.0,0.0
646,0.06729686961774864,-0.01692285088656689,0.00014950563035500853,17.30425123977759,0.018696466526630776,0.0,0.0,False,0.0,1.0,0.0,0.0
647,0.009796901291016694,-0.011573896149023304,-0.004863555340907408,12.918323883085954,0.6777918452468527,1.187866441904625,0.0,False,0.0,1.0,1.0,1.0
648,0.028955528289455613,0.012908186057303232,0.001000358411285639,6.807257345619235,0.8269008976674311,0.04502143503678295,0.0,False,0.0,1.0,1.0,0.0
649,-0.03698995403818119,-0.005714748009125156,-0.04056475984783455,4.091723025387017,0.5093776156501766,-0.03156099309892643,0.0,False,0.0,0.0,1.0,0.0
650,0.07251365558005701,0.028650730569015487,0.01563047698666777,16.418471511480806,0.6238603716651006,0.3740094076293961,0.0,False,0.0,1.0,1.0,0.0
651,0.05358350308456045,0.009930661763575115,0.06465520768252875,2.394829397179604,0.030745789666022,0.11141066887388056,0.0,False,1.0,0.0,0.0,0.0
652,0.05887625332794301,-0.020783414002333654,0.0925904041689967,12.671924596151714,0.6101716087712579,0.4677320530784678,0.0,False,1.0,1.0,1.0,1.0
653,-0.04192252782053636,-0.023079253062220632,0.04630964629476975,1.8082595478778989,0.3111725302386185,-0.17977579207125344,0.0,False,0.0,0.0,0.0,0.0
654,-0.10447107929386884,0.025265605018301874,-0.016430368286867184,9.920440966491896,0.7640639244848149,0.2351164040012491,0.0,False,0.0,1.0,1.0,0.0
655,0.04005377781129883,0.07050319384971993,0.07502869655941281,3.277977842021776,0.2270316649616065,0.033073571211728825,0.0,True,1.0,0.0,0.0,0.0
656,0.06073238748878376,0.0628975584793849,-0.03504233661272066,15.094263580127866,0.5336400275783639,0.8527051686670639,0.0,True,0.0,1.0,1.0,1.0
657,0.05990758746050024,-0.03465691215970117,-0.004790247183633709,17.708443810909287,0.42507560966720936,0.8757877689925873,0.0,False,0.0,1.0,1.0,1.0
658,-0.0481654370108764,-0.19359741490252985,0.02873712589454392,3.5931429607418544,0.0982250523490219,-0.3092631787824753,0.0,True,0.0,0.0,0.0,0.0
659,0.03457524398392064,-0.14465922586658406,0.07664254235404334,2.7992788936019286,0.12811265255063067,-0.13417885407526084,0.0,True,1.0,0.0,0.0,0.0
660,0.05241075197081649,0.010396979577669305,0.0021323169985763,13.971516611235366,0.6351409762452135,0.3812292510753165,0.0,False,0.0,1.0,1.0,1.0
